index,roll,pitch,yaw,jaw,roll_dts,pitch_dts,yaw_dts,jaw_dts,cycle,epoch_time
461,-5.410520681182422,0,24.127335374002836,12.0,-5.41041,-0.000824,1.211789,0.223017,18,1539280042.481035
462,-5.410520681182422,0,24.127335374002836,11.5,-5.41041,0.002334,1.207595,0.216028,18,1539280043.988089
463,-5.410520681182422,0,24.127335374002836,11.0,-5.41041,0.000961,1.204164,0.203447,18,1539280045.495913
464,-5.410520681182422,0,24.127335374002836,10.5,-5.41041,0.0,1.203148,0.200016,18,1539280047.001467
465,-5.410520681182422,0,24.127335374002836,10.0,-5.41041,0.002471,1.199717,0.187055,18,1539280048.507663
466,-5.410520681182422,0,24.127335374002836,9.5,-5.41041,0.002952,1.198001,0.178604,18,1539280050.015841
467,-5.410520681182422,0,24.127335374002836,9.0,-5.41041,0.000961,1.194507,0.171678,18,1539280051.522727
468,-5.410520681182422,0,24.127335374002836,8.5,-5.41041,0.00048,1.194316,0.163609,18,1539280053.027648
469,-5.410520681182422,0,24.127335374002836,8.0,-5.41041,-0.00048,1.192283,0.15446,18,1539280054.533653
470,-5.410520681182422,0,24.127335374002836,7.5,-5.41041,0.000275,1.192092,0.143722,18,1539280056.03921
471,-5.410520681182422,0,24.127335374002836,7.0,-5.41041,0.001922,1.188661,0.139274,18,1539280057.546052
472,-5.410520681182422,0,24.127335374002836,6.5,-5.41041,0.00302,1.188788,0.129108,18,1539280059.052256
473,-5.410520681182422,0,24.127335374002836,6.0,-5.41041,0.001716,1.185802,0.118116,18,1539280060.559226
474,-5.410520681182422,0,24.127335374002836,5.5,-5.41041,0.003295,1.186882,0.112716,18,1539280062.066359
475,-5.410520681182422,0,24.127335374002836,5.0,-5.41041,0.003638,1.187962,0.109348,18,1539280063.573495
476,-5.410520681182422,0,24.127335374002836,4.5,-5.41041,0.003226,1.188471,0.093209,18,1539280065.081325
477,-5.410520681182422,0,24.127335374002836,4.0,-5.41041,0.001853,1.1872,0.083806,18,1539280066.587427
478,-5.410520681182422,0,24.127335374002836,3.5,-5.41041,-0.000137,1.184595,0.079422,18,1539280068.093776
479,-5.410520681182422,0,24.127335374002836,3.0,-5.41041,-0.000824,1.184214,0.062648,18,1539280069.60135
480,-5.410520681182422,0,24.127335374002836,2.5,-5.41041,-0.00151,1.184468,0.060488,18,1539280071.107281
481,-5.410520681182422,0,24.127335374002836,2.0,-5.41041,-0.001579,1.180973,0.047462,18,1539280072.614216
482,-5.410520681182422,0,24.127335374002836,1.5,-5.41041,-0.001853,1.181736,0.042125,18,1539280074.121311
483,-5.410520681182422,0,24.127335374002836,1.0,-5.41041,-0.000481,1.1811,0.034819,18,1539280075.627159
484,-5.410520681182422,0,24.127335374002836,0.5,-5.41041,-0.005491,1.179258,0.02605,18,1539280077.134393
485,-5.410520681182422,0,24.127335374002836,0.0,-5.41041,-0.004256,1.177606,0.013089,18,1539280078.641385
486,5.410520681182422,0.8726646259971648,24.127335374002836,25.0,5.41041,0.872427,1.220176,0.332047,19,1539280081.652468
487,5.410520681182422,0.8726646259971648,24.127335374002836,12.5,5.41041,0.869544,1.216745,0.23331,19,1539280083.159379
488,5.410520681182422,0.8726646259971648,24.127335374002836,12.0,5.41041,0.870025,1.210709,0.224351,19,1539280084.666516
489,5.410520681182422,0.8726646259971648,24.127335374002836,11.5,5.41041,0.868652,1.208803,0.215075,19,1539280086.173672
490,5.410520681182422,0.8726646259971648,24.127335374002836,11.0,5.41041,0.871123,1.204482,0.206942,19,1539280087.679674
491,5.410520681182422,0.8726646259971648,24.127335374002836,10.5,5.41041,0.873319,1.201686,0.196903,19,1539280089.186456
492,5.410520681182422,0.8726646259971648,24.127335374002836,10.0,5.41041,0.869681,1.199208,0.187309,19,1539280090.694062
493,5.410520681182422,0.8726646259971648,24.127335374002836,9.5,5.41041,0.867897,1.198446,0.177651,19,1539280092.201313
494,5.410520681182422,0.8726646259971648,24.127335374002836,9.0,5.41041,0.871878,1.194126,0.17206,19,1539280093.707444
495,5.410520681182422,0.8726646259971648,24.127335374002836,8.5,5.41041,0.872427,1.193109,0.163164,19,1539280095.213604
496,5.410520681182422,0.8726646259971648,24.127335374002836,8.0,5.41041,0.870986,1.192029,0.154968,19,1539280096.719687
497,5.410520681182422,0.8726646259971648,24.127335374002836,7.5,5.41041,0.874967,1.188471,0.147979,19,1539280098.226473
498,5.410520681182422,0.8726646259971648,24.127335374002836,7.0,5.41041,0.8738,1.185484,0.133937,19,1539280099.733326
499,5.410520681182422,0.8726646259971648,24.127335374002836,6.5,5.41041,0.873251,1.18523,0.128092,19,1539280101.238741
500,5.410520681182422,0.8726646259971648,24.127335374002836,6.0,5.41041,0.86975,1.186437,0.121293,19,1539280102.746684
501,5.410520681182422,0.8726646259971648,24.127335374002836,5.5,5.41041,0.871329,1.18396,0.110174,19,1539280104.253693
502,5.410520681182422,0.8726646259971648,24.127335374002836,5.0,5.41041,0.871878,1.183197,0.098991,19,1539280105.759447
503,5.410520681182422,0.8726646259971648,24.127335374002836,4.5,5.41041,0.870093,1.180528,0.094417,19,1539280107.26678
504,5.410520681182422,0.8726646259971648,24.127335374002836,4.0,5.41041,0.872221,1.1811,0.081646,19,1539280108.773785
505,5.410520681182422,0.8726646259971648,24.127335374002836,3.5,5.41041,0.869819,1.179512,0.076245,19,1539280110.280138
506,5.410520681182422,0.8726646259971648,24.127335374002836,3.0,5.41041,0.868446,1.173539,0.064935,19,1539280111.786604
507,5.410520681182422,0.8726646259971648,24.127335374002836,2.5,5.41041,0.868309,1.170617,0.056548,19,1539280113.292183
508,5.410520681182422,0.8726646259971648,24.127335374002836,2.0,5.41041,0.866798,1.167313,0.05083,19,1539280114.798065
509,5.410520681182422,0.8726646259971648,24.127335374002836,1.5,5.41041,0.868377,1.164072,0.039965,19,1539280116.304384
510,5.410520681182422,0.8726646259971648,24.127335374002836,1.0,5.41041,0.866661,1.162738,0.036471,19,1539280117.811102
511,5.410520681182422,0.8726646259971648,24.127335374002836,0.5,5.41041,0.866387,1.160069,0.023509,19,1539280119.316878
512,5.410520681182422,0.8726646259971648,24.127335374002836,0.0,5.41041,0.870574,1.156829,0.013533,19,1539280120.823286
513,-5.410520681182422,-0.8726646259971648,24.127335374002836,25.0,-5.41041,-0.856708,1.219477,0.335923,20,1539280123.836775
514,-5.410520681182422,-0.8726646259971648,24.127335374002836,12.5,-5.41041,-0.857807,1.217317,0.22702,20,1539280125.34187
515,-5.410520681182422,-0.8726646259971648,24.127335374002836,12.0,-5.41041,-0.857395,1.21719,0.223589,20,1539280126.849117
516,-5.410520681182422,-0.8726646259971648,24.127335374002836,11.5,-5.41041,-0.858356,1.217317,0.215075,20,1539280128.355661
517,-5.410520681182422,-0.8726646259971648,24.127335374002836,11.0,-5.41041,-0.861239,1.213377,0.202748,20,1539280129.862087
518,-5.410520681182422,-0.8726646259971648,24.127335374002836,10.5,-5.41041,-0.863298,1.211979,0.200207,20,1539280131.36834
519,-5.410520681182422,-0.8726646259971648,24.127335374002836,10.0,-5.41041,-0.864259,1.210455,0.183814,20,1539280132.874232
